id,grid_x,grid_y,n_internal,seed,n_nodes,n_edges,target_stretch,max_force,max_stretch,mean_stretch,std_stretch,max_displacement,energy,sim_time,feat_n_node,feat_n_edge,feat_total_length,feat_mean_edge_len,feat_len_cv,feat_deg2_count,feat_deg4_count,feat_degree_entropy,feat_orient_entropy,feat_anisotropy,feat_radius_gyration,feat_moment_total,feat_clustering_coef,feat_fiedler_value,feat_lambda_max,feat_spectral_gap_ratio,feat_aspl_giant,feat_boundary_frac,feat_fractal_dim_box,feat_rigidity_index,feat_redundancy_ratio,feat_max_k_core,feat_kcore_frac,feat_triangle_count,feat_triangle_ratio,feat_quad_count,feat_quad_ratio,feat_avg_shortest_dy,feat_straightness,feat_mesh_median_area,feat_mesh_cv_area,feat_mesh_max_area_ratio,feat_edge_betweenness_max,feat_edge_betweenness_gini,feat_largest_pore_ratio,feat_top_area_sum_ratio,feat_top_convexity_min,feat_top_convexity_mean,feat_top_circularity_min,feat_big_pore_count,feat_total_pore_count,feat_total_pore_ratio,feat_center_pore_ratio,feat_edge_pore_ratio,feat_pore_area_cv,feat_pore_area_skew,feat_pore_area_kurtosis,feat_pore_area_max_over_mean,feat_pore_large_area_frac,feat_pore_count_large_frac,feat_pore_density,feat_pore_spatial_cv,feat_contact_thick,feat_contact_canvas_size,feat_contact_nodes,feat_contact_edges,feat_contact_edge_pixel_union_count,feat_contact_edge_pixel_sum,feat_contact_raw_overlap_pixel_count,feat_contact_overlap_pixel_count,feat_contact_overlap_pair_count,feat_contact_overlap_pairs_per_edge,feat_contact_edges_with_contact_count,feat_contact_edges_with_contact_ratio,feat_contact_overlap_pixel_ratio_union,feat_contact_raw_overlap_pixel_ratio_union,feat_contact_overlap_pixel_ratio_canvas,feat_contact_overlap_length_px_approx,feat_contact_overlap_length_ratio_centerline,feat_contact_centerline_length_px,feat_contact_overlap_pair_size_sum,feat_contact_overlap_pair_size_mean,feat_contact_overlap_pair_size_median,feat_contact_overlap_pair_size_max,feat_contact_overlap_pair_size_std,feat_contact_overlap_pair_size_q75,feat_contact_overlap_pair_size_q90,feat_contact_overlap_pair_size_q95,feat_contact_overlap_cc_count,feat_contact_overlap_cc_size_sum,feat_contact_overlap_cc_size_mean,feat_contact_overlap_cc_size_median,feat_contact_overlap_cc_size_max,feat_contact_overlap_cc_size_std,feat_contact_overlap_cc_size_q75,feat_contact_overlap_cc_size_q90,feat_contact_overlap_cc_size_q95,feat_contact_edge_contact_degree_mean,feat_contact_edge_contact_degree_median,feat_contact_edge_contact_degree_max,feat_contact_edge_contact_degree_std,feat_contact_edge_contact_degree_q75,feat_contact_edge_contact_degree_q90,feat_contact_edge_contact_degree_q95
23,5,3,12,174,882,1127,1.5,229323.1497131706,3.293231497131706,1.2517531041242873,0.38445763176500364,26.781774269713033,0.0,15.25311827659607,882,1127,1320.562564609442,1.171750279156559,0.7826408762906559,172,0,1.2125732575824617,3.82338217367929,0.09350283078350567,17.502813023958762,35427.24272896172,0.0,0.002731455589621885,5.714550012825652,0.0004779826204147253,22.330561282401725,0.10204081632653061,0.06123616220983302,-634.0,0.21827861579414373,2,0.0022675736961451248,0,0.0,0,0.0,30.530006494752822,1.0176668831583935,0.0,0.0,0.0,0.14969403017463984,0.5438774467139659,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,882,1127,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
24,5,3,10,181,808,1066,1.5,179376.75253017887,2.7937675253017886,1.2828610369769942,0.3938382549274093,26.01080934715754,0.0,15.633027076721191,808,1066,1350.4399230415183,1.2668291960989853,0.609236979890877,124,0,1.0733522992135311,3.8600891920313374,0.020691625287570032,17.298323367107272,33326.819026231795,0.0,0.003828850613586649,5.721512441319558,0.0006692025321722324,21.69604144429313,0.08067542213883677,0.03799797987268986,-547.0,0.24296435272045028,2,0.0024752475247524753,0,0.0,0,0.0,30.45688636240397,1.015229545413432,0.0,0.0,0.0,0.09952370780351194,0.4396164763819858,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,808,1066,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
25,3,3,8,188,480,630,1.5,139581.32788679976,2.3958132788679976,1.2643717716726568,0.2645421942902698,15.871359674400768,0.0,15.087522268295288,480,630,803.0909675649661,1.2747475675634383,0.6950800267989671,60,0,1.061278124459133,4.040270420129217,0.06825363282963005,12.679990992499643,14478.950189853396,0.01875,0.008180198540241783,5.6680856516010865,0.0014432030570902977,16.627453027139875,0.09523809523809523,0.05120791733216872,-327.0,0.2396825396825397,2,0.004166666666666667,9,0.014285714285714285,0,0.0,30.00480414478412,1.0001601381594374,0.0,0.0,0.0,0.12406342326101989,0.4288207597786505,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,480,630,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
26,3,2,22,195,333,427,1.5,137859.03133916136,2.3785903133916135,1.2581228738645973,0.2816504804922523,16.24363733910478,0.0,14.542624235153198,333,427,547.1160848728914,1.2813023064938909,0.6656379028837175,41,0,1.1309211884564792,3.8937929241665477,0.07251260234848905,10.966090550667174,8374.572927579264,0.0,0.007691257045385211,5.65371786146696,0.0013603892578021594,14.310539455117768,0.12646370023419204,0.01908800365278992,-236.0,0.2224824355971897,2,0.006006006006006006,0,0.0,6,0.01405152224824356,20.2641265330102,1.0132063266504594,0.0,0.0,0.0,0.17722266986607127,0.45725696761883294,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,333,427,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
27,3,5,6,202,774,1035,1.5,132439.47221263338,2.3243947221263337,1.2505136957656005,0.2533143993591956,15.0,0.0,15.436574935913086,774,1035,1285.8981799743742,1.2424137004583327,0.6201551017600312,96,0,0.9919145785759156,4.023540426399927,0.1003632429947943,17.155649167832074,32271.125340567552,0.0,0.0030913169738813998,5.663367925902968,0.0005458442775264286,20.210629414576584,0.07536231884057971,0.018171450832401424,-510.0,0.2531400966183575,2,0.002583979328165375,0,0.0,0,0.0,49.99999999999998,0.9999999999999796,0.0,0.0,0.0,0.15717756200038055,0.5733937098979767,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,774,1035,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
28,3,3,8,209,492,639,1.5,122678.30847761223,2.2267830847761223,1.2312301764544538,0.25982725538358975,16.75087202311356,0.0,13.959807872772217,492,639,802.1284366579782,1.2552870683223447,0.6705485250244253,66,0,1.107296744294527,4.022959641586071,0.05720932939016101,12.774132773619737,14786.514163401178,0.0,0.006647001174213631,5.635635716741772,0.0011794589835652822,16.263060288444024,0.10328638497652583,0.029317010317638833,-342.0,0.23161189358372458,2,0.0040650406504065045,0,0.0,18,0.028169014084507043,30.075495996215636,1.0025165332071546,0.0,0.0,0.0,0.14742630160208478,0.507832073741474,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,492,639,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
29,3,4,20,216,634,840,1.5,102319.58944138384,2.0231958944138384,1.2639532546574703,0.26025221608142,15.090357554884157,0.0,14.450971126556396,634,840,1082.8214686076456,1.2890731769138637,0.6585412444644706,86,0,1.040336304585003,3.961356039183907,0.044401202649255685,14.866897697975455,22658.87857033679,0.0,0.005796418718863918,5.6663308053287285,0.0010229580513392953,19.045848470803993,0.08095238095238096,0.0553772267685178,-425.0,0.24642857142857144,2,0.0031545741324921135,0,0.0,0,0.0,39.99999999999999,0.9999999999999748,0.0,0.0,0.0,0.10335673167762655,0.4283579009676367,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,634,840,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
30,4,5,18,223,1093,1440,1.5,150216.1669363458,2.502161669363458,1.272278334732635,0.32959322103518457,20.0,0.0,14.450159788131714,1093,1440,1796.7414665010292,1.2477371295146036,0.7125450709185734,187,0,1.0917777917995655,3.968967728960222,0.011936582399201309,19.034802225174868,49951.842161465844,0.0,0.0033108075412489266,5.643405261123235,0.0005866684010904037,24.35773269121851,0.07361111111111111,0.040377890121487806,-743.0,0.24166666666666667,2,0.0018298261665141812,0,0.0,0,0.0,50.00286750020277,1.0000573500040353,0.0,0.0,0.0,0.10071401926544778,0.4673985187692207,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,1093,1440,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
31,4,5,12,230,1192,1521,1.5,162119.13132617986,2.6211913132617988,1.2503221759775376,0.3406201390468921,22.73587809804059,0.0,16.739284992218018,1192,1521,1836.0566459242436,1.2071378342697197,0.6919199715931871,250,0,1.2243739617751093,3.9176805462027047,0.037869332567167055,19.138493409776547,52817.830301591566,0.0,0.002516103422550515,5.66813526868686,0.0004439032068359544,23.893738835449316,0.09467455621301775,0.03761478422407689,-860.0,0.21696252465483234,2,0.0016778523489932886,0,0.0,0,0.0,50.0,0.99999999999998,0.0,0.0,0.0,0.1414441470770183,0.5700530192338976,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,1192,1521,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
32,2,5,17,237,535,700,1.5,84303.20817499147,1.8430320817499146,1.270624953574879,0.14174871542248532,12.696007412957718,0.0,15.713562250137329,535,700,901.6926139655039,1.2881323056650056,0.6453729568932393,65,0,1.0670470533578793,3.9718685014373762,0.019248565161147212,15.966440529833731,19847.013177566114,0.0,0.003223654436248657,5.7682457361196775,0.0005588621885614504,19.006328537925725,0.1,0.03000507819256575,-367.0,0.23714285714285716,2,0.003738317757009346,0,0.0,0,0.0,49.99999999999999,0.9999999999999798,0.0,0.0,0.0,0.24496090920320823,0.5633239002907877,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,535,700,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
33,3,4,17,244,635,841,1.5,111280.06909075343,2.1128006909075343,1.264536767621888,0.276080841001311,15.0,0.0,15.63871455192566,635,841,1088.355942495019,1.2941212158085837,0.685658083311335,87,0,1.0432253119966128,3.8260036183538193,0.0807643884970185,14.882675427915698,22732.69055513521,0.0,0.004625616373813782,5.6921392798245165,0.000812632324407138,18.765344395042103,0.08442330558858502,0.03896313231686508,-426.0,0.24613555291319858,2,0.0031496062992125984,0,0.0,0,0.0,40.000000066666665,1.0000000016666415,0.0,0.0,0.0,0.16649696363135544,0.5184306100133463,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,635,841,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
34,2,2,19,251,226,284,1.5,65854.60841397768,1.6585460841397768,1.233736231293282,0.16100731913850308,12.782721826258209,0.0,15.90519404411316,226,284,359.9671255351485,1.2674898786448892,0.662058525615715,22,0,1.1395109004150126,3.9545414426350685,0.021136039450984755,8.757094192622207,4407.475212002,0.0,0.016662673202374606,5.580021765434693,0.0029861305032156216,11.275162241887905,0.15492957746478872,0.02988495218168829,-165.0,0.20774647887323944,2,0.008849557522123894,0,0.0,0,0.0,20.020610572533972,1.0010305286266485,0.0,0.0,0.0,0.14062751494693002,0.40614620748148533,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,226,284,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
35,2,2,11,258,232,289,1.5,90793.57556242116,1.9079357556242116,1.2445931232859182,0.19009926927868978,11.869951770455128,0.0,14.783715963363647,232,289,367.9554867002314,1.2732023761253681,0.7275858998882327,26,0,1.186412987229861,4.027071770923907,0.0904749187570887,8.738593752696426,4478.963410385331,0.017241379310344827,0.013664801903458331,5.638344941842193,0.0024235484072727314,11.503470667263771,0.16608996539792387,0.03753427865911275,-172.0,0.20069204152249134,2,0.008620689655172414,4,0.01384083044982699,0,0.0,20.021983292042446,1.0010991646020724,0.0,0.0,0.0,0.1681130101107356,0.42855966834545867,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,232,289,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
36,2,5,5,265,520,690,1.5,74717.39650953762,1.7471739650953761,1.259273184760217,0.1430500843015274,10.2523834979289,0.0,15.705673694610596,520,690,890.5973674595036,1.2907208224050777,0.6792027989094679,60,0,1.0101190680613157,3.8197459453367486,0.06347440861721323,15.953585834304219,19556.283619080525,0.0,0.0028607808989684486,5.674334293896273,0.0005041615017369013,21.1455239365644,0.08695652173913043,0.05236524819642047,-347.0,0.24782608695652175,2,0.0038461538461538464,0,0.0,0,0.0,49.99999999999998,0.9999999999999796,0.0,0.0,0.0,0.13856218235622222,0.4603080677212271,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,520,690,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
37,5,5,15,272,1300,1750,1.5,201391.292131649,3.01391292131649,1.2673082061328123,0.40878100579311705,28.532276438705026,0.0,16.28756046295166,1300,1750,2265.015010810288,1.2942942918915932,0.6960704659235067,200,0,0.9912642605354288,3.8886538082351123,0.10636767261331019,20.823021831167466,66954.41342350635,0.0,0.0030616274122705336,5.753840141436801,0.0005321015768619316,24.90265411263102,0.05714285714285714,0.06343091650429745,-847.0,0.25771428571428573,2,0.0015384615384615385,0,0.0,0,0.0,50.55438866071667,1.011087773214313,0.0,0.0,0.0,0.12639396469280803,0.5945151691992421,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,1300,1750,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
38,4,2,12,279,442,569,1.5,180439.76994082824,2.804397699408282,1.2577541969497978,0.3442711260559255,21.154250587132328,0.0,14.19460940361023,442,569,703.2713450619092,1.235977759335517,0.6775648451339795,56,0,1.1246471795795772,3.9958405628521083,0.043318675093132884,13.396171654223144,13609.535034918514,0.0,0.004594710666668605,5.7457587733982844,0.0007996699562015026,17.309734150070284,0.1195079086115993,0.05225220717153612,-312.0,0.22495606326889278,2,0.004524886877828055,0,0.0,15,0.026362038664323375,20.86746096814246,1.043373048407071,0.0,0.0,0.0,0.15214363799333838,0.4470066030230562,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,442,569,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
39,4,4,5,286,860,1136,1.5,165976.9334420484,2.659769334420484,1.2800073331966584,0.3055164558360179,20.22876714730946,0.0,15.218381881713867,860,1136,1485.6455681657033,1.3077865916951612,0.6853067624936253,132,0,1.0687463531670067,3.898215405670746,0.153447601767655,16.81690171842296,34851.02434759721,0.0,0.003308217161183579,5.581506807592993,0.0005927104051333487,22.019579283645125,0.07746478873239436,0.05276305819443904,-581.0,0.2438380281690141,2,0.002325581395348837,0,0.0,0,0.0,39.99999999999999,0.9999999999999748,0.0,0.0,0.0,0.13519672461773494,0.5184858924805595,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,860,1136,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
40,4,2,14,293,440,568,1.5,157360.5468552437,2.573605468552437,1.260338839686679,0.348030494505749,24.1321866341339,0.0,15.18013334274292,440,568,709.5672706148588,1.2492381524909486,0.6685981570802537,56,0,1.1172031998901555,3.8961097577630874,0.05144905099363329,13.408532325307911,13539.658319437818,0.0,0.004410695929231919,5.687840901213581,0.0007754604964935041,16.901811969351833,0.11267605633802817,0.03651958026084786,-309.0,0.22711267605633803,2,0.004545454545454545,0,0.0,8,0.014084507042253521,21.487598075292766,1.0743799037645847,0.0,0.0,0.0,0.22138590752165882,0.531011442188874,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,440,568,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
41,4,3,13,300,650,853,1.5,160239.33825941436,2.6023933825941437,1.2852146936895277,0.3358551801505678,20.0,0.0,14.667702913284302,650,853,1079.913755741949,1.2660184709753213,0.6847151955872309,96,0,1.0874290848114136,3.920480853974542,0.03249426894415739,14.968609054930251,23142.743065911556,0.0,0.005291150083108,5.64221678646278,0.0009377785865658296,18.891065544624865,0.08909730363423213,0.027789164937206658,-444.0,0.2391559202813599,2,0.003076923076923077,0,0.0,0,0.0,30.170313225998886,1.0056771075332627,0.0,0.0,0.0,0.12532947603492567,0.49518156278269465,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,650,853,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
42,5,4,13,307,1095,1440,1.5,217012.36011057184,3.1701236011057183,1.2720469567673003,0.4152338961027081,26.065980035471917,0.0,14.396610021591187,1095,1440,1774.0787824389465,1.2319991544714906,0.6853773543851089,185,0,1.0973178115634126,3.842225095152519,0.05230193582947472,18.99890266226897,49897.6096455204,0.0,0.0031294623411373223,5.668447340908498,0.0005520845750037792,23.310261868389638,0.0763888888888889,0.02484025295519939,-747.0,0.24027777777777778,2,0.0018264840182648401,0,0.0,0,0.0,40.064772369721794,1.0016193092430197,0.0,0.0,0.0,0.12046131686725678,0.564655110953332,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,1095,1440,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
43,5,5,6,314,1270,1725,1.5,176093.71764577983,2.7609371764577983,1.2862705034874944,0.40992486288576957,25.652775207169046,0.0,15.729917764663696,1270,1725,2243.6840514152755,1.300686406617551,0.6587230896090663,180,0,0.9416485134145682,4.092153399446518,0.025948019540759953,20.815588017548233,66062.17705902507,0.0,0.002966849063572291,5.662599130001025,0.0005239376822302499,24.745362148880325,0.05217391304347826,0.05943738541071297,-812.0,0.2643478260869565,2,0.0015748031496062992,0,0.0,0,0.0,49.99999999999998,0.9999999999999796,0.0,0.0,0.0,0.12634697518071597,0.6039182757547472,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,1270,1725,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
44,2,5,9,321,535,700,1.5,66505.05549401957,1.6650505549401957,1.2778769426163121,0.160987275356618,10.646711406302172,0.0,14.876018762588501,535,700,905.6663505575119,1.293809072225017,0.6543629361373844,65,0,1.0670470533578793,3.8498516892943178,0.04736384648323942,15.995349789082756,19884.704984137614,0.0,0.003603724727529215,5.551439960782714,0.0006491513468553239,19.3873219223634,0.1,0.05477942529726133,-367.0,0.23714285714285716,2,0.003738317757009346,0,0.0,0,0.0,49.99999999999998,0.9999999999999796,0.0,0.0,0.0,0.12130238305270583,0.4731552923205736,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,535,700,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
45,4,5,12,328,1020,1380,1.5,200725.88984007185,3.0072588984007185,1.276652776359193,0.3281888955411337,22.765747254009778,0.0,17.103477001190186,1020,1380,1763.091486174796,1.2776025262136204,0.7571262411317977,140,0,0.9561781213852658,4.027977320069066,0.06816476981288094,18.85470919539645,47664.54374408061,0.0,0.0027994136227233145,5.733897987595095,0.0004882217348092293,23.34118609170852,0.057971014492753624,0.050860683090842594,-657.0,0.26159420289855073,2,0.00196078431372549,0,0.0,0,0.0,50.0,0.99999999999998,0.0,0.0,0.0,0.12666104343972337,0.582429490678794,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,1020,1380,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
46,3,4,7,335,699,890,1.5,125376.47235281667,2.2537647235281666,1.2141605792244707,0.25793826786069446,16.779025439824167,0.0,14.74279499053955,699,890,1047.0709334374078,1.1764841948734919,0.7377333426697227,121,0,1.2077587994160586,3.9546888839031094,0.11280805247668148,14.99735933351091,24162.848299053112,0.0,0.0034100234913253214,5.675973319794194,0.000600782156503929,19.253190189833205,0.11573033707865168,0.03127611916304597,-505.0,0.2157303370786517,2,0.002861230329041488,0,0.0,0,0.0,40.0,0.9999999999999749,0.0,0.0,0.0,0.20389821604707223,0.5538982026794482,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,699,890,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
47,2,4,9,342,462,585,1.5,85896.92198972599,1.8589692198972598,1.2573398518052132,0.16232049908227955,11.60799733098749,0.0,14.512696981430054,462,585,723.8999297482151,1.237435777347376,0.6494279710101595,68,0,1.1970650314041067,4.006934525232053,0.06570018646156807,13.462572271151814,13972.089552580375,0.0,0.004545830571400021,5.615448270083643,0.000809522295061851,17.263299245945667,0.12991452991452992,0.0378337870210472,-336.0,0.21196581196581196,2,0.004329004329004329,0,0.0,8,0.013675213675213675,40.00000007142856,1.000000001785689,0.0,0.0,0.0,0.1847717963982366,0.4711656225575113,0.0,0.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,128,462,585,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
